StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q6_1;Q7_1;ADVANTAGES;DISADVANTAGES;Q10_1;Q10_2;Q10_3;Q10_4;Q10_5;Q10_6;Q10_7;Q10_8;Q10_9;Q11_1;Q11_2;Q11_3;Q11_4;Q11_5;Q11_6;Q11_7;Q11_8;Q11_9;Q11_10;USE1;USE2;USE3;Q13_1;Q13_2;Q13_3;WB1;WB2;WB3;INTENTION1;INTENTION2;Q16;Q17;Q18
4/06/20 10:06;4/06/20 10:13;0;109.11.14.229;100;416;1;4/06/20 10:13;R_2RP56M55J8iCn8u;;;;;43,33140564;5,104293823;anonymous;EN;7;1;"Très bonne quantification de soiFacilité d'utilisation ";"Pas de contact réel avec le coachUn peu intrusif en termes de données et de confidentialité";6;6;2;1;1;6;1;1;1;7;7;7;7;7;1;1;1;1;6;5;5;6;2;2;6;2;5;2;0;0;1;25;2
4/06/20 11:38;4/06/20 11:42;0;81.64.99.233;100;286;1;4/06/20 11:43;R_3ZZctJ70kaI7VpT;;;;;43,604599;1,445098877;anonymous;EN;6;5;Avoir un accompagnement personnalisé en temps réel au jour le jour. ;"Etre trop suivi, et rappelé à l'ordre au moindre ""faux pas"" ";6;6;3;2;1;3;1;1;1;6;6;6;6;6;3;1;1;1;6;7;7;6;6;5;5;6;6;4;70;60;1;21;2
4/06/20 12:24;4/06/20 12:31;0;92.59.21.65;100;426;1;4/06/20 12:31;R_1dF90h7SFpl3aXv;;;;;36,71820068;-4,419204712;anonymous;EN;2;2;Prendre conscience de la situation et se situer par rapport aux moyennes recommandées par l'oms ;"Trop générique,Le mode de vie n'est pas pris en compte (travail, enfants, âge, etc) ";5;3;2;1;1;3;1;1;1;6;6;6;5;5;1;1;1;1;1;2;3;3;3;3;3;3;3;3;6;5;2;28;1
4/06/20 16:06;4/06/20 16:11;0;77.193.21.130;100;266;1;4/06/20 16:11;R_Qb9rDgzkKdZNHj3;;;;;43,5980072;7,01210022;anonymous;EN;7;5;"Une rapidité d’analyse Un accompagnement personnalisé ";"Les data récoltéesPeut être faussé par de fausses informations";4;5;4;1;1;3;1;1;1;5;6;6;4;4;2;1;1;1;1;5;5;4;3;3;5;5;5;4;0;0;1;22;2
4/06/20 16:31;4/06/20 16:46;0;86.241.158.117;100;908;1;4/06/20 16:46;R_u4YIko0nwPEMZKV;;;;;43,45379639;5,864593506;anonymous;EN;6;6;Aide au suivi de la perte de poids. Intéressant de suivre les apports et dépenses caloriques.;C'est virtuel donc pas vraiment personnalisé Il manque le contact humain. Nécessite des appareils connectés donc des investissements et de savoir les utiliser.;1;7;1;1;1;1;1;1;1;7;7;7;7;7;2;1;1;1;1;6;6;6;4;3;4;5;5;4;50;51;2;48;2
4/06/20 16:37;4/06/20 16:46;0;176.161.231.251;100;560;1;4/06/20 16:46;R_1rjD1gLG77hp1g6;;;;;43,64169312;5,095199585;anonymous;EN;6;4;"Je pense que les avantages sont :Que le coach puisse nous traduire ce que notre montre ou autre affiche lorsque l'on est noviceQu'il puisse nous dire si nous sommes sur la bonne voie ou pas ";"Je pense que les inconvénients sont:Le fait que ce soit virtuel donc pas de contact humainsLe fait que le coach ne nous connaît pas personnellement et physiquement et n'a pas pu juger des zones à plus ou moins travailler et si nous avons des soucis de santé ";6;6;6;1;1;2;1;3;1;7;7;7;7;7;4;1;1;1;1;4;4;4;4;4;4;4;4;4;50;50;3;33;2
4/06/20 16:43;4/06/20 16:47;0;176.180.3.193;100;258;1;4/06/20 16:47;R_21HEEPA0N6kZvsM;;;;;50,36790466;3,06199646;anonymous;EN;5;1;Cela permet de rester motivée afin d atteindre ses objectifs. Elles donnent rapidement le détail global des choses à savoir sur soi. ;Il faut avoir tous les objets connectés chez soi et cela peut avoir un coup Supérieur aux coûts normaux ;5;7;7;1;6;5;1;4;1;7;6;6;7;6;1;1;1;1;3;5;5;7;4;5;4;4;5;5;70;80;2;25;2
4/06/20 17:12;4/06/20 17:21;0;80.215.66.145;100;569;1;4/06/20 17:21;R_3EAximeOTAGaNIT;;;;;48,85429382;2,352706909;anonymous;EN;3;5;Facilite d’utilisation et pas besoin de passer 2h au tel pour avoir des informations ;Le virtuel peut être pris plus à la légère qu’un vrai coatch humain;5;7;1;1;1;1;1;1;1;7;7;7;7;7;1;1;1;1;1;5;5;5;4;4;5;5;5;5;80;80;2;43;2
4/06/20 17:14;4/06/20 17:22;0;78.202.248.139;100;468;1;4/06/20 17:22;R_1QswqkqhZHagwnB;;;;;47,75320435;0,86529541;anonymous;EN;5;5;Un suivi régulier pour les personnes qui ont pas beaucoup de temps pour être suivi autrement.;"Parler par messages, ne pas avoir de contact plus "" humain""";2;4;3;1;1;2;1;1;1;4;5;5;5;5;1;1;1;1;1;5;3;1;2;2;3;1;1;1;0;0;3;47;2
4/06/20 17:17;4/06/20 17:26;0;37.173.4.162;100;574;1;4/06/20 17:26;R_28YwYZn8wMnGJjE;;;;;48,85820007;2,338699341;anonymous;EN;7;4;Analyse des informations croisées qui permet d’objectives sa situation personnelle et d’avoir des orientations à suivre;Uniquement statistique pas de prise en compte de la personne en elle même (humeur, cycle, psychologie, stress...);5;5;1;1;1;1;1;1;1;5;5;5;5;5;4;4;1;1;1;5;5;5;5;5;5;5;6;5;72;71;2;40;2
4/06/20 17:25;4/06/20 17:29;0;86.247.137.72;100;224;1;4/06/20 17:29;R_3frz7zY7koFnVha;;;;;48,7993927;2,336700439;anonymous;EN;5;3;Visualisation des objectifs, mise à niveau des besoins par l’ia.;Réponses programmées, pas de vrai contact humain ce qui peut limiter les mises à niveaux.;6;6;3;1;1;3;2;5;1;7;7;7;7;7;1;1;1;1;1;5;5;5;4;4;5;3;5;4;37;35;2;34;2
3/06/20 16:58;4/06/20 18:09;0;91.164.210.193;100;90673;1;4/06/20 18:09;R_3jTD0kcReWSFpId;;;;;43,35319519;0,188598633;anonymous;EN;7;7;"Le suivi est permanent contrairement à un coach humain que l'on rencontrerait de temps en temps ";L'absence de relations humaines reelles, une machine reste une machine, l'intelligence artificielle isole l'Homme ;6;6;2;2;1;2;2;2;2;6;6;6;5;5;2;2;2;2;2;5;5;5;7;5;5;5;5;4;50;49;2;55;2
4/06/20 17:56;4/06/20 18:13;0;91.164.210.193;100;1054;1;4/06/20 18:13;R_1QKrzR1DaFnziqR;;;;;43,35319519;0,188598633;anonymous;EN;7;7;Pour celui qui est interresse, mieux gérer son capital physique;Devenir dépendant du système est né plus être autonome;1;6;1;1;1;1;1;1;1;6;6;6;6;5;2;1;1;1;1;4;4;4;2;2;2;1;1;1;2;2;3;69;1
4/06/20 18:19;4/06/20 18:40;0;90.89.217.17;100;1278;1;4/06/20 18:40;R_1eXdd5WqMjSAbdO;;;;;43,23129272;0,08380127;anonymous;EN;3;1;Elle rappelle à l'ordre sur des grandes lignes très générales. Elle replace l'utilisateur dans un système de norme. Elle doit pouvoir alerter sur des risques liés à une vie trop sédentaire et une mauvaise alimentation.;Elle ne tient aucun compte du facteur humain et personnel, type émotions, stress, événements quotidiens, maladies ponctuelles ou de longue durée;3;4;1;1;1;3;1;1;1;5;5;5;5;5;1;1;1;1;1;4;3;2;4;2;4;3;4;1;0;10;2;56;2
4/06/20 19:04;4/06/20 19:11;0;93.16.43.76;100;406;1;4/06/20 19:11;R_3siDlvsw4bbV5ZQ;;;;;43,63270569;1,402893066;anonymous;EN;5;5;Celle ci est rapide, efficace et les données, rapports sur notre santé etc sont a porté de mains et conservées.;Parfois il peut y avoir certaines émotions, certains ressentis que nous préférons évoquer à l'oral, en direct;7;5;6;1;3;3;1;1;1;7;7;7;7;7;5;4;3;3;4;5;5;6;5;5;5;5;5;4;62;90;1;21;2
4/06/20 19:46;4/06/20 19:50;0;86.248.229.189;100;242;1;4/06/20 19:50;R_12upmyxCONf2jeX;;;;;45,81730652;5,194702148;anonymous;EN;7;4;Cela fait un bon résumé des efforts physique et permet d'ajuster et de suivre ses efforts ;Toutes les données sont téléchargées par l'application, il faut donc que leur sécurité soit bonne.;1;1;1;1;1;1;1;1;1;5;3;4;5;5;1;1;1;1;1;5;5;5;2;2;4;4;5;4;60;61;3;27;2
4/06/20 22:21;4/06/20 22:27;0;90.79.194.159;100;377;1;4/06/20 22:27;R_2EiZjWjx7pmEcW9;;;;;48,85429382;2,352706909;anonymous;EN;5;3;"Essayer de dépasser ses limites Être suivi pour connaître ses bons et mauvais côtés ";"Avoir beaucoup d’objets connectés Finir par ne plus rien faire par plaisir (sport comme alimentation) ";4;5;1;1;1;4;1;1;1;7;7;7;7;7;5;1;1;1;1;5;5;4;4;4;5;6;5;5;70;70;2;27;2
5/06/20 14:36;5/06/20 15:02;0;37.58.205.195;100;1506;1;5/06/20 15:02;R_5A51v1lCoLm0aIx;;;;;44,84120178;-0,580596924;anonymous;EN;4;2;permet un suivi, des statistiques faites automatiquement, des graphiques etc;l'application n'a pas toutes les informations nécessaires. Cela se voit qu'il s'agit d'une IA ;5;5;3;1;1;3;1;1;1;6;7;6;5;5;1;1;1;1;1;3;4;5;3;4;5;3;4;2;50;61;1;23;2
5/06/20 15:23;5/06/20 15:28;0;193.250.42.199;100;301;1;5/06/20 15:29;R_qUUjez6Ud9jNZE5;;;;;44,84120178;-0,580596924;anonymous;EN;7;5;Ca donne de la motivation pour reussir a perdre du poids ;On discute avec un algorithme,  donc pas de contact humain en cas de grosse baisse de motivation ;5;5;2;1;1;3;1;1;1;6;5;7;7;6;3;1;1;1;1;6;5;5;4;4;5;4;5;4;71;67;2;26;2
5/06/20 15:26;5/06/20 15:30;0;92.184.112.124;100;240;1;5/06/20 15:30;R_r9nyqe0iH5KvBsd;;;;;45,7480011;4,850006104;anonymous;EN;1;1;Aucun j'écris pour combler les 50 caractères  car vraiment je ne trouve aucun avantage étant moi-même déjà suivi par un humain;L'application ne prend pas en compte l'aspect psychologique d'un suivi coaching ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;2;35;1
5/06/20 15:26;5/06/20 15:32;0;185.148.164.150;100;341;1;5/06/20 15:32;R_2QzbATbdPCsTms7;;;;;48,85429382;2,352706909;anonymous;EN;7;5;"Les avantages seront le côté ""Humain"" et Guide que le Coach virtuel va avoir, cela donnera un côté moins seul pour les personnes utilisant des applications. Le second est la précisions des conseils et renseignement.";Pour les inconvénients, je pense comme tout application c'est le fait se baser sur l'IMC (déduction de la conversation) alors que tous les corps sont différents, c'est quelque chose que seul un vrai médecin, diététicien peut faire.;6;6;2;1;1;5;1;5;1;7;7;7;7;7;4;1;1;1;1;6;6;7;5;5;6;4;5;5;100;100;2;25;2
5/06/20 15:27;5/06/20 15:34;0;92.184.112.209;100;413;1;5/06/20 15:34;R_3stR4DiHUFfYSwa;;;;;45,7480011;4,850006104;anonymous;EN;5;4;Avoir un suivi au quotidien, aide à la mise en place de nouveaux réflexes à l'aide des notifications ;Le manque de personnalisation (état de santé, intolérance alimentaire/allergies), le fait d'utiliser des phrases toutes prêtes ;5;5;5;1;1;1;1;1;1;6;6;6;6;6;1;1;1;1;1;5;5;5;4;3;4;4;3;1;50;66;2;33;2
5/06/20 16:06;5/06/20 16:13;0;92.184.110.48;100;451;1;5/06/20 16:13;R_DUIjmWLr1Ggn0Qh;;;;;43,604599;1,445098877;anonymous;EN;7;1;Les avantages de cette appli ne sont réels que si nous souhaitons utiliser ce service. Cela peut aider à la pratique sportive, à la perte de poids...;"Les données utilisateurs sont forcément stockées quelques part, j’espère qu’elles sont anonymisées. Je n’aime pas que le « coach » se connecte à mes objets connectés. Je n’aime pas l’interface par SMS ! Ça fait très années 2000, on sait faire une jolie interface en 2020 ;)";6;6;2;1;3;5;1;1;1;6;6;6;5;5;3;1;1;1;1;5;3;1;1;1;5;1;5;1;0;0;1;21;1
5/06/20 16:05;5/06/20 16:14;0;93.16.105.119;100;544;1;5/06/20 16:14;R_2167vFWJzCDSWCh;;;;;48,99000549;2,257995605;anonymous;EN;7;7;Avoir un bilan de sa santé et avoir des conseils personnalisés;Cela peut faire peur d’avoir une application qui sache autant de choses sur soi, surtout au niveau du respect de la vie privée ;1;1;1;1;1;1;1;1;1;5;5;5;5;5;1;1;1;1;1;7;7;7;4;4;5;5;5;4;60;60;1;29;1
5/06/20 16:18;5/06/20 16:23;0;2.15.206.124;100;306;1;5/06/20 16:23;R_3081c9cQkOk4sFu;;;;;43,70449829;7,25970459;anonymous;EN;6;4;Cela fournit une vue globale et exhaustive sur son état de santé et sur comment bien pratiquer une activité physique pour entretenir sa santé. ;Cela m'obligerait à passer mon temps sur cette application, peut être s'entrainer à l'utiliser tous les jours pour découvrir l'ensemble des fonctionnalités. ;1;1;1;1;1;1;1;3;1;5;5;6;6;6;1;1;1;1;1;4;5;7;3;5;4;3;3;3;60;50;1;25;2
5/06/20 16:39;5/06/20 16:44;0;78.123.194.34;100;322;1;5/06/20 16:44;R_yO6Fc5dGch5IxS9;;;;;43,85450745;1,234207153;anonymous;EN;7;4;Informations en temps réel, personnalisation sur ses données et sur ses objectifs et pouvoir l’utiliser n’importe quand et quAnd on veut ;La source est elle vraiment fiable ? ( comment avec juste des objets connectés on peut vraiment savoir le gras, les os etc) et relation humaine manquante trop robotique ;1;5;1;1;1;3;1;1;1;6;6;6;6;6;2;2;2;1;1;6;6;6;4;5;4;5;4;2;60;45;1;23;2
5/06/20 16:46;5/06/20 16:51;0;90.89.254.161;100;302;1;5/06/20 16:51;R_2UgyDwEJxoqtGOV;;;;;43,61140442;1,336700439;anonymous;EN;6;2;"Rapidité de réponse Pas besoin de se déplacer ................................................................";"Pas d'aspect humain Pas assez précis ..............................................................";4;6;2;1;1;2;1;1;1;6;6;6;3;6;1;1;1;1;1;4;4;5;4;4;4;2;2;2;40;40;1;27;2
5/06/20 16:46;5/06/20 16:51;0;92.136.59.140;100;315;1;5/06/20 16:51;R_2BnPJbOoXOKd6A8;;;;;43,604599;1,445098877;anonymous;EN;3;3;Ça permet de gagner du temps, le coach est disponible tous les jours,et à une plus grande réactivité ;Les conseils sont peu personnalisés à mes besoins et ne vont pas prendre en compte mes valeurs passées ;5;7;5;2;4;5;3;5;1;6;6;6;6;6;2;2;2;2;3;5;5;4;3;5;5;4;4;3;45;66;2;25;2
5/06/20 16:50;5/06/20 16:54;0;77.205.116.88;100;260;1;5/06/20 16:54;R_33jQQtKsc5gqAsh;;;;;47,21440125;-1,551193237;anonymous;EN;5;3;Permet d’avoir facilement des statistiques sur notre santé et activité sportive ! ;L’application est intrusive et connais toute nos donnes ;6;6;5;2;1;4;2;5;2;5;5;5;2;5;2;2;2;2;5;4;4;3;4;4;6;2;2;2;0;0;2;24;2
5/06/20 16:48;5/06/20 16:56;0;93.23.251.174;100;520;1;5/06/20 16:56;R_1ih3qs8AhiQiEKX;;;;;48,85820007;2,338699341;anonymous;EN;6;4;"Avoir connaissance de sa condition physique actuelle et savoir comment s'améliorer plus précisément. Avoir une ""voix"" motivante et un suivi qui donne des objectifs et conseils pour avancer pas à pas (manger des légumes, boire plus d'eau, nouveaux objectifs suite à meilleurs résultats). Gain de temps avec la recherche de recettes";"Conseils communs (boire de l'eau, manger des fruits et légumes) tout le monde le sait. Trop intrusif avec l'ensemble des données collectées sur la personne ";2;5;1;1;1;1;1;1;1;7;7;7;7;7;5;2;1;1;1;6;7;7;5;4;6;7;6;5;86;65;1;21;2
5/06/20 17:08;5/06/20 17:13;0;86.193.42.121;100;293;1;5/06/20 17:13;R_1Qitf4iKzhvNVHL;;;;;43,18060303;2,999099731;anonymous;EN;6;5;Contrôle du poids et des composantes de la nutrition. ;On sait lire une appli pas besoin d’avoir de sms. Ou alors, un vrai humain qui pourra répondre à une question complexe et non pas un robot...;4;5;1;1;1;1;1;1;1;7;7;7;7;7;5;1;1;1;1;5;5;3;4;4;5;3;2;4;7;30;1;22;2
5/06/20 17:11;5/06/20 17:18;0;93.23.196.89;100;380;1;5/06/20 17:18;R_31Ta02yb5HuId5a;;;;;43,61070251;3,880905151;anonymous;EN;7;4;"Obtenir en peu de temps toutes les données ""corporelles"" nous concernant";Selon moi, il n'y a aucun inconvénient à condition que les données soient justes;5;5;4;1;1;5;1;1;1;5;6;6;6;6;4;3;2;2;6;5;4;6;6;6;5;5;5;4;80;90;1;23;2
5/06/20 17:15;5/06/20 17:25;0;37.172.5.217;100;604;1;5/06/20 17:25;R_sj3HhcDjnBFuYdr;;;;;48,85820007;2,338699341;anonymous;EN;5;3;Cette application permet d’accéder aux données de son corps de manière facile et d’avoir un suivi de son poids et de son alimentation. Par la fixation d’objectifs et les recommandations, l’application est motivante ;"L’application récolte beaucoup de données et nécessite l’utilisation de produits complémentaires (montre connectée, réfrigérateur connecté...)  Un suivi trop régulier peut amener à un hyper contrôle voire l’apparition d’un trouble du comportement alimentaire. ";6;6;2;1;1;2;1;2;2;7;7;7;7;7;3;1;1;1;1;6;6;5;5;5;5;6;3;3;59;59;1;23;2
5/06/20 17:22;5/06/20 17:26;0;86.253.129.248;100;230;1;5/06/20 17:26;R_Zw1pzeC7HsmENAl;;;;;48,11000061;-1,6743927;anonymous;EN;5;3;Résumé des données sous format clair et analysé, et bon récapitulatif global ;Pas assez personnalisé, on dirait un simple moniteur de phrases toutes faites, il manque cruellement de données plus précise, ça ne fait que reprendre sous forme de phrase des données déjà accessibles;7;7;6;4;4;5;4;5;4;7;7;7;7;7;6;5;4;4;5;4;5;5;3;5;2;4;5;3;30;70;2;25;2
5/06/20 18:40;5/06/20 18:45;0;93.23.251.24;100;267;1;5/06/20 18:45;R_3PcRTPOFZZhvMXy;;;;;48,85820007;2,338699341;anonymous;EN;5;4;"Controle de son activité physique pas seulement sportivePermet de voir l'evolution de son corps";Les réponses sont pre enregistrées, face a une situation non ordinaire le bot ne saura pas forcément donner une réponse comme le ferait un coach réel;5;2;2;1;1;5;2;4;1;7;7;7;7;7;3;1;1;1;4;7;7;7;6;7;6;5;7;5;76;100;1;21;2
5/06/20 18:46;5/06/20 18:49;0;109.26.11.166;100;194;1;5/06/20 18:49;R_5zry0pbKD8BOE1j;;;;;43,604599;1,445098877;anonymous;EN;4;1;Rapidité d’analyse, permet de savoir rapidement quels points sont à améliorer, instantanéité ;Manque de contact humain et d’explications sur l’utilité de faire ceci plutôt que cela ;7;6;3;2;5;4;2;1;1;7;7;7;7;7;1;4;4;4;1;4;5;5;5;5;5;2;5;2;40;70;1;20;1
5/06/20 18:55;5/06/20 19:00;0;92.146.252.176;100;295;1;5/06/20 19:00;R_3QFwQXlMoatSjme;;;;;43,51589966;1,498596191;anonymous;EN;5;4;Cela nous permet d’avoir un suivi même si on y pense pas et de garder nos objectifs en tête.;Elle pourrait garder nos données et de notre côté on peut oublier de renseigner les donnés du jour.;3;5;4;1;1;4;3;2;1;6;6;6;5;5;3;3;3;1;1;3;3;4;4;3;4;3;3;2;25;36;1;19;2
5/06/20 19:34;5/06/20 19:39;0;90.49.111.154;100;302;1;5/06/20 19:39;R_2B4ofg3MelIZh99;;;;;47,21440125;-1,551193237;anonymous;EN;4;2;Un coach virtuel est toujours disponible et répond rapidement ;Le fait que l’on voit bien que ce n’est pas un humain et la lassitude d’utiliser une application (ce qui baisser la motivation) ;5;5;3;1;2;3;2;1;1;6;6;6;6;6;4;4;4;3;4;5;5;6;5;6;5;4;4;3;31;50;1;23;2
5/06/20 20:15;5/06/20 20:19;0;80.215.231.37;100;211;1;5/06/20 20:19;R_2y8G6ecmL0G7zzd;;;;;48,85429382;2,352706909;anonymous;EN;4;4;Pratique, dans le sens où on peut l’utiliser à tout moment et partout ;Certaines personnes auront du mal car ils aiment/ cherchent le contact humain ;5;5;5;3;4;4;2;2;2;5;5;5;5;5;4;3;3;3;2;5;5;5;5;5;5;5;5;5;74;75;1;27;2
5/06/20 20:29;5/06/20 20:37;0;82.235.53.8;100;496;1;5/06/20 20:37;R_1jNfDL8ticc5IxX;;;;;48,585495;7,74180603;anonymous;EN;7;5;Nous pouvons contrôler notre progression, notre santé, avoir un statistique sur nos activités sportives. Ca crée une routine. Nous pouvons apprendre sur notre santé. Nous pouvons se faire une idée où il faut fournir plus d'efforts.;Je pense que le problème principal est lié au partage de données. Cela peut empecher certaines personnes à utiliser cette application.;2;2;2;2;2;2;2;2;2;5;5;1;1;1;1;1;1;1;1;5;4;5;3;3;5;5;5;5;40;40;1;29;2
5/06/20 20:50;5/06/20 20:57;0;46.238.174.213;100;400;1;5/06/20 20:57;R_C1U1eZsunmjHdyF;;;;;16,37449646;-61,48919678;anonymous;EN;5;2;Toujours intéressant de connaître sa composition chimique et de pouvoir déceler des carences s'il y en a;"Manque d'analyse sur les aliments à privilégier, de recommandations les activités physiques à pratiquer";4;5;1;1;4;1;1;4;1;7;7;7;7;7;3;1;1;1;1;5;6;6;4;5;6;4;6;5;75;75;2;27;1
5/06/20 20:55;5/06/20 21:01;0;91.167.216.210;100;320;1;5/06/20 21:01;R_eewbdY26C9i1z5T;;;;;44,40769958;0,702301025;anonymous;EN;6;3;Un suivi de son corps plus précis et accru afin de rester en santé et avoir un corps correct pour séduire et charmer des petites meufs et des petits mecs ;Le traçage des donnés avec les GPS ! Le nombre d’informations que l’application collecte sur la personne ... les problèmes RGPD qui peuvent en découler et la sécurité des informations ;4;2;2;1;1;2;1;1;1;5;6;5;4;3;1;1;1;1;1;4;5;5;3;2;5;2;2;2;25;75;2;22;1
5/06/20 21:05;5/06/20 21:09;0;92.184.112.128;100;227;1;5/06/20 21:09;R_Ah3SKpWsr8PVAE9;;;;;45,7480011;4,850006104;anonymous;EN;6;3;ça semble rapide, précis, ça peut être une bonne entrée dans le monde du sport pour les débutant qui veulent se lancer ;Pas de contact humain, des conseils vraiment personnalisé;7;7;6;1;3;5;1;1;1;7;7;6;7;7;3;3;3;5;2;3;6;5;6;5;6;3;2;1;17;26;1;24;1
5/06/20 21:42;5/06/20 21:46;0;176.146.32.16;100;262;1;5/06/20 21:46;R_2QKw6SH4KuSIP7u;;;;;46,86169434;6,156494141;anonymous;EN;5;5;Cela permets d'avoir plus d'informations sur notre masse graisseuse etc et d'avoir des conseils;Accès à nos données personnelle, conseil peut être pas assez personnalisé ;7;7;5;2;4;5;2;3;3;7;7;7;7;7;5;4;4;3;4;5;5;5;4;4;5;5;5;4;98;72;3;35;2
5/06/20 21:42;5/06/20 21:48;0;82.238.52.155;100;410;1;5/06/20 21:48;R_2U5BxmE2wHrbzEf;;;;;50,36790466;3,06199646;anonymous;EN;5;5;"De bons conseilsDes notificationsDes valeurs nutritives";"Pas de réponses aux questionsPeut y avoir des bugs";6;6;2;1;1;5;1;1;1;6;6;6;6;6;2;2;2;2;1;5;4;5;4;5;5;4;4;4;60;70;2;30;2
5/06/20 21:47;5/06/20 21:59;0;176.158.246.105;100;717;1;5/06/20 21:59;R_3MGNels55uiYsqC;;;;;48,85429382;2,352706909;anonymous;EN;6;5;J’aimerais son design. C’est plus facile. Je peux savoir tout de suite sur mes chiffres.;Seulement pour référence. Je crois le professionnel que la réponse artificielle.;2;7;1;1;1;5;7;2;1;7;7;7;7;7;7;1;1;1;2;5;5;6;5;6;5;6;6;6;95;95;1;24;2
5/06/20 21:54;5/06/20 22:00;0;86.195.208.234;100;355;1;5/06/20 22:00;R_12mTKV0m4xCSojs;;;;;43,604599;1,445098877;anonymous;EN;7;1;"Avoir une meilleure connaissance de sois Atteindre des objectifs + facilement ";Une mauvaise utilisation des données, revente de mes donnes à des entreprises mal intentionnées  ;2;6;2;2;2;6;2;2;2;6;6;6;6;6;6;2;2;2;2;5;3;5;4;4;5;3;3;3;87;88;2;23;2
5/06/20 22:43;5/06/20 22:48;0;37.165.156.92;100;283;1;5/06/20 22:48;R_2qCw8T0RWHmUmKs;;;;;48,85820007;2,338699341;anonymous;EN;5;3;Cela me permettra me permettra d'économiser de l'argent et de bénéficier d'un suivi très personnalisé ;Il est possible que le service ne soit pas optimal car comme c'est un algorithme il peut ne peut savoir s'adapter à des spécificités humaines ;6;6;3;2;2;2;1;3;2;4;6;6;6;6;3;2;2;2;1;5;5;5;5;4;6;5;5;5;60;60;1;25;1
5/06/20 23:32;5/06/20 23:37;0;93.23.16.2;100;274;1;5/06/20 23:37;R_umnFSYPjGbQTmJb;;;;;48,85820007;2,338699341;anonymous;EN;5;5;Elle permet de mettre à la portée une alimentation saine du dernier des connards qui ne veulent pas ouvrir un bouquinde nutrition ;Collecte de données personnelles par une entreprise ;1;6;1;1;1;3;1;1;1;7;7;7;7;7;2;1;1;1;1;1;3;1;1;1;5;1;1;1;14;14;2;23;1
5/06/20 23:35;5/06/20 23:41;0;93.23.17.68;100;393;1;5/06/20 23:41;R_ZaZ2BZrYt6Z8717;;;;;43,28320313;5,371795654;anonymous;EN;3;1;Grâce à cette application, on a droit à l’avis d’un professionnel extérieur compétent sur notre hygiène de vie et nos pratiques physiques ;Les informations données peuvent être collectées et interprétées par nous même, et il n’y a pas de réels conseils donnés pour atteindre notre objectif ;3;3;1;1;1;1;1;1;1;5;5;5;5;5;5;1;1;1;1;5;5;4;4;4;5;4;4;4;17;37;1;24;1
5/06/20 23:38;5/06/20 23:42;0;92.184.110.97;100;227;1;5/06/20 23:42;R_1JRvHecMI9XWn9H;;;;;43,604599;1,445098877;anonymous;EN;2;3;C’est motivant au quotidien et ça permet de se fixer des objectifs ;Je pense qu’il ne faut pas louper un entraînement sinon cela influe sur ses propres statistiques ;1;1;1;1;1;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;44;58;2;29;1
5/06/20 23:38;5/06/20 23:45;0;37.173.244.171;100;456;1;5/06/20 23:45;R_325QY49Sze7lFBb;;;;;48,85820007;2,338699341;anonymous;EN;7;2;Avoir un résumé de ses activités physiques et un rapport sur notre condition physique ;Le manque de conseils personnalisés et l’analyse plus précise d’un professionnel ;6;6;6;2;2;6;2;2;2;6;6;6;6;6;1;1;1;1;1;4;4;4;5;4;4;6;6;6;80;81;1;22;1
5/06/20 23:46;5/06/20 23:51;0;176.180.91.230;100;272;1;5/06/20 23:51;R_OGPxpoLtdT6dRIt;;;;;44,80270386;-0,592193604;anonymous;EN;1;3;Avoir une motivation et un suivi assez général pour se mettre au sport. ;Application qui ne pourra pas être au niveau d un coach réel et s'adapter un spécificités morphologiques de chacun;6;6;6;4;4;3;1;4;1;7;7;7;7;7;7;4;4;3;3;4;5;5;4;4;4;4;4;4;50;62;2;24;1
5/06/20 23:45;5/06/20 23:56;0;92.184.108.56;100;716;1;5/06/20 23:57;R_27wJ8MSI6zBObdq;;;;;43,604599;1,445098877;anonymous;EN;5;2;La disponibilité et le suivis quotidien.................................. ;Plus de relation humaine ..............................................;7;7;7;1;1;4;1;1;1;7;7;7;7;7;7;1;1;1;7;5;4;5;3;4;4;4;4;4;10;66;2;28;1
5/06/20 23:35;6/06/20 0:19;0;77.204.11.67;100;2639;1;6/06/20 0:19;R_1ge8bkXhSyfpnBX;;;;;43,63270569;1,402893066;anonymous;EN;5;4;Suivi régulier, ajustement précis en fonction des données récoltées, courbe d'évolution plus réaliste par rapport aux activités réalisées.;"Pas de prise en compte du facteur émotionnel, ni des contraintes sociales, que ce soit dans élaboration du programme ou dans le suivi.Décisions basées sur des fourchettes, des catégories : personnalisation limitée ?...";3;5;1;1;1;5;1;1;1;6;6;6;6;5;3;1;1;1;1;5;5;5;4;3;5;3;5;4;70;70;2;28;1
